"Species","CLIMATE","REALM","TAXA","StudyMethod","ABUNDANCE_TYPE","BIOMASS_TYPE","ObsEventID","rarefyID","STUDY_ID","YEAR","PLOT","cell","Abundance","Biomass"
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692353__2001","172_692353",172,2001,"",692353,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691622__2001","172_691622",172,2001,"",691622,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691623__2001","172_691623",172,2001,"",691623,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2002","172_695274",172,2002,"",695274,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693079__2002","172_693079",172,2002,"",693079,750,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692352__2002","172_692352",172,2002,"",692352,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2003","172_695992",172,2003,"",695992,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2002","172_695274",172,2002,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2002","172_695274",172,2002,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2002","172_694543",172,2002,"",694543,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2002","172_694547",172,2002,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2002","172_694547",172,2002,"",694547,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2003","172_695274",172,2003,"",695274,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693819__2003","172_693819",172,2003,"",693819,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713525__2009","172_713525",172,2009,"",713525,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712067__2009","172_712067",172,2009,"",712067,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712067__2009","172_712067",172,2009,"",712067,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712067__2009","172_712067",172,2009,"",712067,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2000","172_695276",172,2000,"",695276,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694546__2000","172_694546",172,2000,"",694546,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693816__2000","172_693816",172,2000,"",693816,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2002","172_694543",172,2002,"",694543,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2002","172_694543",172,2002,"",694543,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691622__2002","172_691622",172,2002,"",691622,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692352__2002","172_692352",172,2002,"",692352,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693083__2003","172_693083",172,2003,"",693083,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2004","172_693082",172,2004,"",693082,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693821__2004","172_693821",172,2004,"",693821,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2005","172_694547",172,2005,"",694547,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2007","172_693817",172,2007,"",693817,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,750,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706230__2009","172_706230",172,2009,"",706230,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706230__2009","172_706230",172,2009,"",706230,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,375,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694546__2000","172_694546",172,2000,"",694546,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693085__2000","172_693085",172,2000,"",693085,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693814__2005","172_693814",172,2005,"",693814,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2005","172_694547",172,2005,"",694547,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691622__2002","172_691622",172,2002,"",691622,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693093__2003","172_693093",172,2003,"",693093,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690170__2003","172_690170",172,2003,"",690170,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694549__2005","172_694549",172,2005,"",694549,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693819__2005","172_693819",172,2005,"",693819,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691633__2005","172_691633",172,2005,"",691633,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695996__2007","172_695996",172,2007,"",695996,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695267__2007","172_695267",172,2007,"",695267,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695267__2007","172_695267",172,2007,"",695267,375,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696720__2000","172_696720",172,2000,"",696720,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697453__2000","172_697453",172,2000,"",697453,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697453__2000","172_697453",172,2000,"",697453,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2001","172_695992",172,2001,"",695992,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696002__2001","172_696002",172,2001,"",696002,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695271__2001","172_695271",172,2001,"",695271,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695272__2001","172_695272",172,2001,"",695272,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696002__2001","172_696002",172,2001,"",696002,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696002__2001","172_696002",172,2001,"",696002,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696002__2001","172_696002",172,2001,"",696002,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696002__2001","172_696002",172,2001,"",696002,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695272__2001","172_695272",172,2001,"",695272,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695272__2001","172_695272",172,2001,"",695272,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696003__2001","172_696003",172,2001,"",696003,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696003__2001","172_696003",172,2001,"",696003,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697450__2002","172_697450",172,2002,"",697450,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697450__2002","172_697450",172,2002,"",697450,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697450__2002","172_697450",172,2002,"",697450,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697450__2002","172_697450",172,2002,"",697450,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691621__2003","172_691621",172,2003,"",691621,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693080__2004","172_693080",172,2004,"",693080,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2004","172_693082",172,2004,"",693082,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693080__2004","172_693080",172,2004,"",693080,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2004","172_693082",172,2004,"",693082,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691625__2000","172_691625",172,2000,"",691625,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2001","172_693817",172,2001,"",693817,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2001","172_691626",172,2001,"",691626,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2003","172_693087",172,2003,"",693087,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2003","172_693086",172,2003,"",693086,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2004","172_693082",172,2004,"",693082,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706961__2005","172_706961",172,2005,"",706961,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695266__2005","172_695266",172,2005,"",695266,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2005","172_694547",172,2005,"",694547,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2005","172_694547",172,2005,"",694547,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693823__2005","172_693823",172,2005,"",693823,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692351__2007","172_692351",172,2007,"",692351,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694544__2008","172_694544",172,2008,"",694544,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694544__2008","172_694544",172,2008,"",694544,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_705505__2000","172_705505",172,2000,"",705505,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2001","172_693082",172,2001,"",693082,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2002","172_691626",172,2002,"",691626,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694548__2000","172_694548",172,2000,"",694548,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697450__2002","172_697450",172,2002,"",697450,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697450__2002","172_697450",172,2002,"",697450,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690170__2003","172_690170",172,2003,"",690170,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2004","172_693818",172,2004,"",693818,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2004","172_693818",172,2004,"",693818,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2004","172_691626",172,2004,"",691626,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695267__2005","172_695267",172,2005,"",695267,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695267__2005","172_695267",172,2005,"",695267,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2000","172_695274",172,2000,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2000","172_695274",172,2000,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691625__2000","172_691625",172,2000,"",691625,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691627__2000","172_691627",172,2000,"",691627,375,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693083__2001","172_693083",172,2001,"",693083,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693083__2001","172_693083",172,2001,"",693083,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692353__2002","172_692353",172,2002,"",692353,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_688712__2002","172_688712",172,2002,"",688712,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_688712__2002","172_688712",172,2002,"",688712,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2001","172_695992",172,2001,"",695992,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2001","172_695274",172,2001,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2001","172_695274",172,2001,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693813__2001","172_693813",172,2001,"",693813,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2001","172_693082",172,2001,"",693082,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2001","172_692356",172,2001,"",692356,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2002","172_695274",172,2002,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2002","172_693817",172,2002,"",693817,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692353__2002","172_692353",172,2002,"",692353,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693085__2002","172_693085",172,2002,"",693085,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2003","172_694543",172,2003,"",694543,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2003","172_694543",172,2003,"",694543,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693083__2003","172_693083",172,2003,"",693083,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2003","172_693086",172,2003,"",693086,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2003","172_693087",172,2003,"",693087,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695273__2004","172_695273",172,2004,"",695273,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2004","172_694547",172,2004,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696011__2004","172_696011",172,2004,"",696011,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694550__2004","172_694550",172,2004,"",694550,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_682124__2004","172_682124",172,2004,"",682124,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,750,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693810__2006","172_693810",172,2006,"",693810,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2003","172_695280",172,2003,"",695280,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694550__2003","172_694550",172,2003,"",694550,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694550__2003","172_694550",172,2003,"",694550,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693821__2004","172_693821",172,2004,"",693821,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695281__2005","172_695281",172,2005,"",695281,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695274__2007","172_695274",172,2007,"",695274,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2007","172_693817",172,2007,"",693817,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712798__2008","172_712798",172,2008,"",712798,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712799__2008","172_712799",172,2008,"",712799,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712799__2008","172_712799",172,2008,"",712799,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2008","172_694543",172,2008,"",694543,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2008","172_693817",172,2008,"",693817,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693823__2008","172_693823",172,2008,"",693823,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_714256__2009","172_714256",172,2009,"",714256,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_714256__2009","172_714256",172,2009,"",714256,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712798__2009","172_712798",172,2009,"",712798,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712798__2009","172_712798",172,2009,"",712798,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712798__2009","172_712798",172,2009,"",712798,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712798__2009","172_712798",172,2009,"",712798,375,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712798__2009","172_712798",172,2009,"",712798,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712068__2009","172_712068",172,2009,"",712068,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712798__2009","172_712798",172,2009,"",712798,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712068__2009","172_712068",172,2009,"",712068,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712068__2009","172_712068",172,2009,"",712068,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2000","172_695280",172,2000,"",695280,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2001","172_694547",172,2001,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691622__2002","172_691622",172,2002,"",691622,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692352__2002","172_692352",172,2002,"",692352,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692353__2002","172_692353",172,2002,"",692353,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2004","172_694547",172,2004,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2007","172_695992",172,2007,"",695992,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2000","172_706960",172,2000,"",706960,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695272__2000","172_695272",172,2000,"",695272,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2000","172_695276",172,2000,"",695276,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692358__2000","172_692358",172,2000,"",692358,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2003","172_693086",172,2003,"",693086,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693088__2000","172_693088",172,2000,"",693088,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695271__2001","172_695271",172,2001,"",695271,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_697450__2002","172_697450",172,2002,"",697450,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696722__2002","172_696722",172,2002,"",696722,5,0
